lane,racer_id,racer_name,racer_class,avg_st,racer_win_rate,local_win_rate,motor_2ren,boat_2ren,racer_name_beforeinfo,weight,exhibition_time,tilt,exhibition_st,temperature,wind_speed,water_temperature,wave_height,finish,race_date,jcd,venue,race_no,race_key,trifecta,trifecta_payout_per_100
2,4224,大橋 栄里佳,A2,0.18,5.39,4.68,31.34,42.31,大橋 栄里佳,48.0,6.94,-0.5,0.22,26.0,3.0,23.0,3.0,4,20260615,22,福岡,7,20260615_22_7,1-4-5,38900
3,4569,中澤 宏奈,B2,0.0,4.77,1.89,35.53,30.61,中澤 宏奈,47.3,6.85,0.0,0.04,26.0,3.0,23.0,3.0,4,20260615,22,福岡,7,20260615_22_7,1-4-5,38900
4,4510,坂本 奈央,B2,0.22,2.59,3.44,39.06,32.08,坂本 奈央,48.0,6.89,-0.5,0.06,26.0,3.0,23.0,3.0,2,20260615,22,福岡,7,20260615_22_7,1-4-5,38900
5,4530,小野 生奈,A1,0.15,6.88,6.33,35.38,38.78,小野 生奈,47.0,6.88,-0.5,0.0,26.0,3.0,23.0,3.0,3,20260615,22,福岡,7,20260615_22_7,1-4-5,38900
6,4240,今井 裕梨,A2,0.16,6.05,4.83,28.33,31.82,今井 裕梨,45.5,6.91,0.5,-0.02,26.0,3.0,23.0,3.0,4,20260615,22,福岡,7,20260615_22_7,1-4-5,38900
1,4936,戸敷 晃美,A2,0.17,5.78,4.33,32.81,20.75,戸敷 晃美,47.5,6.81,0.0,-0.04,26.0,3.0,23.0,3.0,1,20260615,22,福岡,8,20260615_22_8,1-2-4,390
2,4011,堀之内紀代子,A1,0.15,5.75,4.82,51.02,24.49,堀之内紀代子,46.5,6.85,0.5,-0.03,26.0,3.0,23.0,3.0,2,20260615,22,福岡,8,20260615_22_8,1-2-4,390
3,4071,古賀 千晶,B1,0.19,4.56,0.0,40.3,45.1,古賀 千晶,47.0,6.87,-0.5,0.01,26.0,3.0,23.0,3.0,4,20260615,22,福岡,8,20260615_22_8,1-2-4,390
4,4556,竹井 奈美,A1,0.15,6.46,7.61,43.55,39.22,竹井 奈美,47.0,6.91,0.0,0.09,26.0,3.0,23.0,3.0,3,20260615,22,福岡,8,20260615_22_8,1-2-4,390
5,3704,本部 めぐみ,B1,0.22,3.44,3.58,27.27,34.29,本部 めぐみ,45.5,6.86,-0.5,0.1,26.0,3.0,23.0,3.0,4,20260615,22,福岡,8,20260615_22_8,1-2-4,390
6,5334,樫葉 新心,B1,0.18,2.9,2.56,26.98,26.92,樫葉 新心,46.0,6.91,-0.5,0.08,26.0,3.0,23.0,3.0,4,20260615,22,福岡,8,20260615_22_8,1-2-4,390
1,4589,塩崎 桐加,A2,0.15,5.05,5.27,35.94,10.2,塩崎 桐加,49.9,6.94,0.0,-0.04,26.0,3.0,23.0,3.0,1,20260615,22,福岡,9,20260615_22_9,1-2-3,440
2,4347,魚谷 香織,A2,0.18,5.89,6.77,36.36,25.53,魚谷 香織,45.5,6.95,-0.5,0.0,26.0,3.0,23.0,3.0,2,20260615,22,福岡,9,20260615_22_9,1-2-3,440
3,4286,平田 さやか,A2,0.15,6.02,6.6,40.68,23.91,平田 さやか,48.1,6.94,0.0,0.01,26.0,3.0,23.0,3.0,3,20260615,22,福岡,9,20260615_22_9,1-2-3,440
4,3801,五反田 忍,B2,0.17,4.65,3.67,27.78,39.22,五反田 忍,50.4,6.97,0.0,0.06,26.0,3.0,23.0,3.0,4,20260615,22,福岡,9,20260615_22_9,1-2-3,440
5,4246,喜多 那由夏,B1,0.18,4.53,4.16,29.27,31.25,喜多 那由夏,48.4,6.89,0.0,0.13,26.0,3.0,23.0,3.0,4,20260615,22,福岡,9,20260615_22_9,1-2-3,440
6,4499,滝川 真由子,B1,0.19,4.8,5.22,34.09,42.55,滝川 真由子,45.5,6.92,0.0,0.12,26.0,3.0,23.0,3.0,4,20260615,22,福岡,9,20260615_22_9,1-2-3,440
1,3618,海野 ゆかり,A1,0.16,6.17,6.04,44.68,25.49,海野 ゆかり,45.5,6.89,0.0,0.1,26.0,3.0,23.0,3.0,1,20260615,22,福岡,10,20260615_22_10,1-3-2,620
2,4373,若狭 奈美子,A1,0.18,6.18,6.42,50.85,31.82,若狭 奈美子,47.0,6.86,-0.5,0.08,26.0,3.0,23.0,3.0,3,20260615,22,福岡,10,20260615_22_10,1-3-2,620
3,4773,中川 りな,A2,0.19,5.9,5.98,40.79,13.04,中川 りな,49.2,6.87,0.0,-0.01,26.0,3.0,23.0,3.0,2,20260615,22,福岡,10,20260615_22_10,1-3-2,620
4,4611,今井 美亜,A2,0.14,6.21,5.0,31.43,31.37,今井 美亜,47.2,6.93,-0.5,0.1,26.0,3.0,23.0,3.0,4,20260615,22,福岡,10,20260615_22_10,1-3-2,620
5,4464,山下 友貴,B1,0.2,5.8,6.73,57.81,42.86,山下 友貴,44.0,6.87,0.0,0.05,26.0,3.0,23.0,3.0,4,20260615,22,福岡,10,20260615_22_10,1-3-2,620
6,4408,仁科 さやか,B1,0.18,3.23,4.0,37.5,29.41,仁科 さやか,47.8,6.92,-0.5,0.27,26.0,3.0,23.0,3.0,4,20260615,22,福岡,10,20260615_22_10,1-3-2,620
1,4123,細川 裕子,A1,0.19,6.75,6.45,33.33,44.0,細川 裕子,47.0,6.88,-0.5,0.35,27.0,3.0,23.0,3.0,1,20260615,22,福岡,11,20260615_22_11,1-4-2,4280
2,4190,長嶋 万記,A1,0.16,5.56,6.75,56.9,30.0,長嶋 万記,49.8,6.87,-0.5,0.17,27.0,3.0,23.0,3.0,3,20260615,22,福岡,11,20260615_22_11,1-4-2,4280
3,3999,大瀧 明日香,A1,0.15,6.27,6.44,36.54,21.15,大瀧 明日香,46.0,6.84,0.0,0.23,27.0,3.0,23.0,3.0,4,20260615,22,福岡,11,20260615_22_11,1-4-2,4280
4,4240,今井 裕梨,A2,0.16,6.05,4.83,28.33,31.82,今井 裕梨,45.5,6.87,0.0,0.25,27.0,3.0,23.0,3.0,2,20260615,22,福岡,11,20260615_22_11,1-4-2,4280
5,3994,小野 桜,B1,0.2,4.93,5.0,34.69,27.45,小野 桜,46.5,6.87,-0.5,0.22,27.0,3.0,23.0,3.0,4,20260615,22,福岡,11,20260615_22_11,1-4-2,4280
6,4536,喜井 つかさ,A2,0.17,6.17,5.96,41.18,39.62,喜井 つかさ,47.5,6.87,-0.5,0.26,27.0,3.0,23.0,3.0,4,20260615,22,福岡,11,20260615_22_11,1-4-2,4280
1,5088,高憧 四季,A1,0.16,6.99,6.18,40.3,11.54,高憧 四季,45.0,6.79,0.0,0.31,27.0,3.0,23.0,3.0,4,20260615,22,福岡,12,20260615_22_12,6-3-2,222920
2,4530,小野 生奈,A1,0.15,6.88,6.33,35.38,38.78,小野 生奈,47.0,6.85,-0.5,0.04,27.0,3.0,23.0,3.0,3,20260615,22,福岡,12,20260615_22_12,6-3-2,222920
3,4473,藤堂 里香,A2,0.17,5.29,5.5,40.0,38.0,藤堂 里香,45.5,6.82,-0.5,0.38,27.0,3.0,23.0,3.0,2,20260615,22,福岡,12,20260615_22_12,6-3-2,222920
4,4289,落合 直子,A2,0.14,5.65,5.95,13.21,32.65,落合 直子,47.7,6.81,0.5,0.26,27.0,3.0,23.0,3.0,4,20260615,22,福岡,12,20260615_22_12,6-3-2,222920
5,4433,川野 芽唯,A1,0.19,6.85,6.29,35.59,28.3,川野 芽唯,47.0,6.84,0.0,0.06,27.0,3.0,23.0,3.0,4,20260615,22,福岡,12,20260615_22_12,6-3-2,222920
6,4011,堀之内紀代子,A1,0.15,5.75,4.82,51.02,24.49,堀之内紀代子,46.5,6.81,0.5,0.07,27.0,3.0,23.0,3.0,1,20260615,22,福岡,12,20260615_22_12,6-3-2,222920
1,3643,米田 隆弘,B1,0.17,5.35,5.38,36.36,30.23,米田 隆弘,53.8,6.77,-0.5,0.14,,,,,1,20260616,01,桐生,1,20260616_01_1,1-2-5,3890
2,4644,山田 亮太,A2,0.15,6.23,5.97,35.65,38.58,山田 亮太,52.0,6.7,-0.5,0.15,,,,,2,20260616,01,桐生,1,20260616_01_1,1-2-5,3890
3,5230,石原 凪紗,B2,0.16,4.99,3.0,29.73,31.5,石原 凪紗,45.5,6.68,-0.5,0.38,,,,,4,20260616,01,桐生,1,20260616_01_1,1-2-5,3890
4,4901,出口 舞有子,B2,0.19,5.07,4.22,40.0,32.8,出口 舞有子,46.0,6.56,0.0,0.15,,,,,4,20260616,01,桐生,1,20260616_01_1,1-2-5,3890
5,3981,今坂 晃広,B1,0.2,3.94,3.21,15.85,40.31,今坂 晃広,53.3,6.61,-0.5,0.11,,,,,3,20260616,01,桐生,1,20260616_01_1,1-2-5,3890
6,4808,松尾 拓,A1,0.16,5.68,6.0,30.3,36.51,松尾 拓,51.5,6.55,0.0,0.17,,,,,4,20260616,01,桐生,1,20260616_01_1,1-2-5,3890
1,3581,加木 郁,B1,0.19,4.71,3.5,36.04,24.79,加木 郁,52.1,6.6,0.0,0.13,25.0,5.0,18.0,4.0,1,20260616,01,桐生,2,20260616_01_2,1-2-3,1000
2,4953,尾上 雅也,A1,0.14,6.64,5.17,34.82,26.92,尾上 雅也,52.2,6.66,0.0,0.13,25.0,5.0,18.0,4.0,2,20260616,01,桐生,2,20260616_01_2,1-2-3,1000
3,4690,高石 梨菜,B2,0.0,5.0,0.0,34.38,33.87,高石 梨菜,47.4,6.62,0.0,0.17,25.0,5.0,18.0,4.0,3,20260616,01,桐生,2,20260616_01_2,1-2-3,1000
4,3161,古場 輝義,B1,0.18,5.1,5.52,35.88,28.93,古場 輝義,52.2,6.69,-0.5,0.04,25.0,5.0,18.0,4.0,4,20260616,01,桐生,2,20260616_01_2,1-2-3,1000
5,4568,廣瀬 真也,A2,0.16,5.5,5.38,28.21,23.58,廣瀬 真也,51.0,6.69,0.0,0.05,25.0,5.0,18.0,4.0,4,20260616,01,桐生,2,20260616_01_2,1-2-3,1000
6,3655,本橋 克洋,A2,0.17,5.35,5.92,21.78,31.54,本橋 克洋,52.7,6.84,0.0,0.09,25.0,5.0,18.0,4.0,4,20260616,01,桐生,2,20260616_01_2,1-2-3,1000
1,3893,汐崎 正則,B1,0.16,5.01,4.78,43.12,41.6,汐崎 正則,52.5,6.65,-0.5,0.09,25.0,5.0,18.0,4.0,1,20260616,01,桐生,3,20260616_01_3,1-5-2,770
2,3349,吉田 一郎,A2,0.16,6.78,5.65,24.71,37.07,吉田 一郎,52.0,6.62,-0.5,0.04,25.0,5.0,18.0,4.0,3,20260616,01,桐生,3,20260616_01_3,1-5-2,770
3,5011,高木 圭大,B1,0.18,3.74,3.27,22.47,30.16,高木 圭大,53.1,6.81,0.0,0.14,25.0,5.0,18.0,4.0,4,20260616,01,桐生,3,20260616_01_3,1-5-2,770
4,5067,山田 真聖,B1,0.14,5.29,4.15,23.47,38.28,山田 真聖,58.8,6.84,0.0,0.2,25.0,5.0,18.0,4.0,4,20260616,01,桐生,3,20260616_01_3,1-5-2,770
5,3554,仲口 博崇,A1,0.18,6.31,6.3,27.64,30.08,仲口 博崇,52.0,6.63,-0.5,0.18,25.0,5.0,18.0,4.0,2,20260616,01,桐生,3,20260616_01_3,1-5-2,770
6,4017,向井 美鈴,A2,0.17,5.73,5.2,28.09,30.95,向井 美鈴,44.5,6.78,0.0,0.2,25.0,5.0,18.0,4.0,4,20260616,01,桐生,3,20260616_01_3,1-5-2,770
1,4549,小林 文彦,B1,0.19,6.0,4.8,38.39,33.33,小林 文彦,52.0,6.55,-0.5,-0.08,25.0,3.0,18.0,2.0,2,20260616,01,桐生,4,20260616_01_4,3-1-2,11600
2,5034,若林 義人,A1,0.14,6.8,6.2,19.72,32.8,若林 義人,53.3,6.48,-0.5,-0.13,25.0,3.0,18.0,2.0,3,20260616,01,桐生,4,20260616_01_4,3-1-2,11600
3,3868,尾形 栄治,B1,0.2,4.79,4.68,34.43,41.46,尾形 栄治,54.3,6.57,0.0,0.02,25.0,3.0,18.0,2.0,1,20260616,01,桐生,4,20260616_01_4,3-1-2,11600
4,4513,河野 真也,A2,0.18,5.69,6.0,18.07,34.11,河野 真也,52.3,6.67,0.0,-0.1,25.0,3.0,18.0,2.0,4,20260616,01,桐生,4,20260616_01_4,3-1-2,11600
5,3528,笠野 友紀恵,B1,0.19,3.91,0.0,33.33,29.03,笠野 友紀恵,47.2,6.72,-0.5,-0.1,25.0,3.0,18.0,2.0,4,20260616,01,桐生,4,20260616_01_4,3-1-2,11600
6,4053,芦澤 望,A2,0.15,5.88,5.95,20.69,40.0,芦澤 望,55.5,6.64,0.0,-0.05,25.0,3.0,18.0,2.0,4,20260616,01,桐生,4,20260616_01_4,3-1-2,11600
1,4973,栗原 直也,A2,0.18,5.22,5.48,35.16,30.89,栗原 直也,52.0,6.71,-0.5,0.06,25.0,4.0,18.0,3.0,3,20260616,01,桐生,5,20260616_01_5,4-2-1,26460
2,5163,清水 愛海,A1,0.17,5.93,7.84,25.0,22.4,清水 愛海,46.0,6.77,-0.5,0.04,25.0,4.0,18.0,3.0,2,20260616,01,桐生,5,20260616_01_5,4-2-1,26460
3,5066,鈴木 孝明,A2,0.17,7.09,4.57,15.12,29.92,鈴木 孝明,52.3,6.61,-0.5,-0.08,25.0,4.0,18.0,3.0,4,20260616,01,桐生,5,20260616_01_5,4-2-1,26460
4,5230,石原 凪紗,B2,0.16,4.99,3.0,29.73,31.5,石原 凪紗,45.5,6.53,-0.5,0.04,25.0,4.0,18.0,3.0,1,20260616,01,桐生,5,20260616_01_5,4-2-1,26460
5,3519,冨田 秀幸,B1,0.15,4.21,0.0,25.93,32.81,冨田 秀幸,51.5,6.66,-0.5,0.16,25.0,4.0,18.0,3.0,4,20260616,01,桐生,5,20260616_01_5,4-2-1,26460
6,4363,大野 芳顕,A2,0.15,5.88,4.37,28.83,44.09,大野 芳顕,54.6,6.54,-0.5,0.01,25.0,4.0,18.0,3.0,4,20260616,01,桐生,5,20260616_01_5,4-2-1,26460
1,5089,前田 翔,A1,0.16,6.94,6.65,35.43,38.71,前田 翔,52.0,6.76,0.0,0.05,25.0,4.0,18.0,3.0,1,20260616,01,桐生,6,20260616_01_6,1-3-4,910
2,3973,崎 利仁,B1,0.19,3.99,4.84,38.21,29.91,崎 利仁,52.4,6.68,-0.5,0.04,25.0,4.0,18.0,3.0,4,20260616,01,桐生,6,20260616_01_6,1-3-4,910
3,5000,岡本 翔太郎,B1,0.13,4.71,0.0,26.42,40.63,岡本 翔太郎,52.3,6.64,0.0,0.15,25.0,4.0,18.0,3.0,2,20260616,01,桐生,6,20260616_01_6,1-3-4,910
4,3643,米田 隆弘,B1,0.17,5.35,5.38,36.36,30.23,米田 隆弘,53.8,6.6,-0.5,0.06,25.0,4.0,18.0,3.0,3,20260616,01,桐生,6,20260616_01_6,1-3-4,910
5,4414,大澤 真菜,B1,0.17,4.59,4.44,22.5,28.1,大澤 真菜,45.5,6.68,-0.5,0.08,25.0,4.0,18.0,3.0,4,20260616,01,桐生,6,20260616_01_6,1-3-4,910
6,4898,菊地 敬介,B1,0.16,4.65,3.89,21.95,36.51,菊地 敬介,55.9,6.74,-0.5,0.01,25.0,4.0,18.0,3.0,4,20260616,01,桐生,6,20260616_01_6,1-3-4,910
1,4049,荒川 健太,A2,0.17,6.11,5.43,33.61,34.4,荒川 健太,55.0,6.67,-0.5,0.04,24.0,5.0,18.0,4.0,2,20260616,01,桐生,7,20260616_01_7,3-1-4,1550
2,3834,細川 明人,B1,0.21,3.73,3.73,32.77,35.48,細川 明人,55.6,6.81,-0.5,0.01,24.0,5.0,18.0,4.0,4,20260616,01,桐生,7,20260616_01_7,3-1-4,1550
3,4099,吉永 則雄,A1,0.17,5.93,6.5,35.43,41.27,吉永 則雄,52.7,6.72,-0.5,0.06,24.0,5.0,18.0,4.0,1,20260616,01,桐生,7,20260616_01_7,3-1-4,1550
4,3893,汐崎 正則,B1,0.16,5.01,4.78,43.12,41.6,汐崎 正則,52.5,6.71,-0.5,0.18,24.0,5.0,18.0,4.0,3,20260616,01,桐生,7,20260616_01_7,3-1-4,1550
5,4901,出口 舞有子,B2,0.19,5.07,4.22,40.0,32.8,出口 舞有子,46.0,6.68,0.0,0.09,24.0,5.0,18.0,4.0,4,20260616,01,桐生,7,20260616_01_7,3-1-4,1550
6,4020,川上 清人,B1,0.2,4.46,3.78,28.83,39.53,川上 清人,63.2,6.79,0.0,0.09,24.0,5.0,18.0,4.0,4,20260616,01,桐生,7,20260616_01_7,3-1-4,1550
1,4568,廣瀬 真也,A2,0.16,5.5,5.38,28.21,23.58,廣瀬 真也,51.0,6.72,0.0,0.16,24.0,4.0,18.0,3.0,1,20260616,01,桐生,8,20260616_01_8,1-2-5,2640
2,3579,中里 優子,B1,0.16,5.33,5.52,13.24,36.72,中里 優子,48.4,6.63,-0.5,0.07,24.0,4.0,18.0,3.0,2,20260616,01,桐生,8,20260616_01_8,1-2-5,2640
3,5228,若林 樹蘭,B2,0.16,5.96,5.82,32.33,31.25,若林 樹蘭,52.0,6.6,0.0,0.27,24.0,4.0,18.0,3.0,4,20260616,01,桐生,8,20260616_01_8,1-2-5,2640
4,5011,高木 圭大,B1,0.18,3.74,3.27,22.47,30.16,高木 圭大,53.1,6.64,-0.5,0.16,24.0,4.0,18.0,3.0,4,20260616,01,桐生,8,20260616_01_8,1-2-5,2640
5,4931,木谷 賢太,A1,0.14,6.76,5.94,26.17,28.8,木谷 賢太,52.6,6.77,0.0,0.34,24.0,4.0,18.0,3.0,3,20260616,01,桐生,8,20260616_01_8,1-2-5,2640
6,3441,土屋 太朗,B1,0.2,4.77,5.27,25.81,22.76,土屋 太朗,52.0,6.73,-0.5,0.19,24.0,4.0,18.0,3.0,4,20260616,01,桐生,8,20260616_01_8,1-2-5,2640
1,4513,河野 真也,A2,0.18,5.69,6.0,18.07,34.11,河野 真也,52.3,6.82,0.0,0.01,23.0,4.0,18.0,3.0,2,20260616,01,桐生,9,20260616_01_9,6-1-2,110870
2,4808,松尾 拓,A1,0.16,5.68,6.0,30.3,36.51,松尾 拓,51.5,6.7,0.0,-0.01,23.0,4.0,18.0,3.0,3,20260616,01,桐生,9,20260616_01_9,6-1-2,110870
3,3655,本橋 克洋,A2,0.17,5.35,5.92,21.78,31.54,本橋 克洋,52.7,6.81,0.0,0.13,23.0,4.0,18.0,3.0,4,20260616,01,桐生,9,20260616_01_9,6-1-2,110870
4,4973,栗原 直也,A2,0.18,5.22,5.48,35.16,30.89,栗原 直也,52.0,6.66,-0.5,0.07,23.0,4.0,18.0,3.0,4,20260616,01,桐生,9,20260616_01_9,6-1-2,110870
5,5376,吉田 一心,B1,0.17,5.08,6.22,56.48,36.43,吉田 一心,52.0,6.63,-0.5,0.13,23.0,4.0,18.0,3.0,4,20260616,01,桐生,9,20260616_01_9,6-1-2,110870
6,3467,森 弘行,B1,0.17,3.97,3.84,33.33,19.82,森 弘行,52.1,6.81,-0.5,0.02,23.0,4.0,18.0,3.0,1,20260616,01,桐生,9,20260616_01_9,6-1-2,110870
1,5034,若林 義人,A1,0.14,6.8,6.2,19.72,32.8,若林 義人,53.3,6.75,-0.5,0.08,23.0,1.0,18.0,1.0,1,20260616,01,桐生,10,20260616_01_10,1-3-5,1310
2,4017,向井 美鈴,A2,0.17,5.73,5.2,28.09,30.95,向井 美鈴,44.5,6.84,0.0,0.13,23.0,1.0,18.0,1.0,4,20260616,01,桐生,10,20260616_01_10,1-3-5,1310
3,4363,大野 芳顕,A2,0.15,5.88,4.37,28.83,44.09,大野 芳顕,54.6,6.93,-0.5,0.05,23.0,1.0,18.0,1.0,2,20260616,01,桐生,10,20260616_01_10,1-3-5,1310
4,4690,高石 梨菜,B2,0.0,5.0,0.0,34.38,33.87,高石 梨菜,47.4,6.81,0.0,0.11,23.0,1.0,18.0,1.0,4,20260616,01,桐生,10,20260616_01_10,1-3-5,1310
5,3973,崎 利仁,B1,0.19,3.99,4.84,38.21,29.91,崎 利仁,52.4,6.75,-0.5,0.05,23.0,1.0,18.0,1.0,3,20260616,01,桐生,10,20260616_01_10,1-3-5,1310
6,4593,小坂 宗司,A2,0.16,6.01,6.28,36.5,35.25,小坂 宗司,52.0,6.92,-0.5,0.18,23.0,1.0,18.0,1.0,4,20260616,01,桐生,10,20260616_01_10,1-3-5,1310
1,5163,清水 愛海,A1,0.17,5.93,7.84,25.0,22.4,清水 愛海,45.5,6.67,-0.5,0.05,22.0,1.0,18.0,1.0,1,20260616,01,桐生,11,20260616_01_11,1-4-3,1540
2,4549,小林 文彦,B1,0.19,6.0,4.8,38.39,33.33,小林 文彦,52.0,6.56,-0.5,-0.01,22.0,1.0,18.0,1.0,4,20260616,01,桐生,11,20260616_01_11,1-4-3,1540
3,3349,吉田 一郎,A2,0.16,6.78,5.65,24.71,37.07,吉田 一郎,52.0,6.78,-0.5,-0.03,22.0,1.0,18.0,1.0,3,20260616,01,桐生,11,20260616_01_11,1-4-3,1540
4,4644,山田 亮太,A2,0.15,6.23,5.97,35.65,38.58,山田 亮太,52.0,6.66,-0.5,-0.02,22.0,1.0,18.0,1.0,2,20260616,01,桐生,11,20260616_01_11,1-4-3,1540
5,5000,岡本 翔太郎,B1,0.13,4.71,0.0,26.42,40.63,岡本 翔太郎,51.5,6.76,0.0,-0.06,22.0,1.0,18.0,1.0,4,20260616,01,桐生,11,20260616_01_11,1-4-3,1540
6,4953,尾上 雅也,A1,0.14,6.64,5.17,34.82,26.92,尾上 雅也,52.3,6.62,0.5,0.02,22.0,1.0,18.0,1.0,4,20260616,01,桐生,11,20260616_01_11,1-4-3,1540
1,5386,米玉利 大悟,B1,0.17,2.74,0.0,46.15,31.82,米玉利 大悟,53.5,6.84,0.0,-0.03,23.0,6.0,20.0,5.0,3,20260616,03,江戸川,1,20260616_03_1,3-5-1,2430
2,5178,成貞 琳平,B1,0.2,4.13,3.27,21.74,64.71,成貞 琳平,54.1,6.68,0.5,-0.05,23.0,6.0,20.0,5.0,4,20260616,03,江戸川,1,20260616_03_1,3-5-1,2430
3,5325,澁川 夏,B1,0.16,5.53,2.83,36.84,50.0,澁川 夏,52.0,6.61,0.0,0.25,23.0,6.0,20.0,5.0,1,20260616,03,江戸川,1,20260616_03_1,3-5-1,2430
4,5394,福西 広太郎,B1,0.2,3.41,2.38,19.05,46.67,福西 広太郎,51.5,6.7,0.5,0.09,23.0,6.0,20.0,5.0,4,20260616,03,江戸川,1,20260616_03_1,3-5-1,2430
5,5286,坂井 滉哉,B1,0.15,4.36,3.62,38.1,31.25,坂井 滉哉,51.5,6.72,0.5,0.14,23.0,6.0,20.0,5.0,2,20260616,03,江戸川,1,20260616_03_1,3-5-1,2430
6,5333,山下 智己,B1,0.18,4.37,3.88,60.0,31.58,山下 智己,51.0,6.62,0.5,-0.02,23.0,6.0,20.0,5.0,4,20260616,03,江戸川,1,20260616_03_1,3-5-1,2430
1,5350,網代 良芽,B1,0.18,4.67,4.76,16.67,5.26,網代 良芽,52.3,6.48,0.5,0.06,23.0,2.0,20.0,5.0,1,20260616,03,江戸川,2,20260616_03_2,1-5-2,3170
2,5177,松井 貫太,B1,0.2,4.18,3.65,50.0,22.73,松井 貫太,51.5,6.62,0.0,0.11,23.0,2.0,20.0,5.0,3,20260616,03,江戸川,2,20260616_03_2,1-5-2,3170
3,5330,安河内鈴之介,A2,0.15,6.4,0.0,53.33,16.67,安河内鈴之介,52.0,6.67,0.5,0.06,23.0,2.0,20.0,5.0,4,20260616,03,江戸川,2,20260616_03_2,1-5-2,3170
4,5352,西岡 蒼志,B1,0.15,4.9,0.0,11.76,25.0,西岡 蒼志,54.1,6.6,0.5,0.12,23.0,2.0,20.0,5.0,4,20260616,03,江戸川,2,20260616_03_2,1-5-2,3170
5,5274,城間 盛渚,B1,0.19,5.33,3.39,37.5,58.82,城間 盛渚,52.0,6.65,0.5,0.07,23.0,2.0,20.0,5.0,2,20260616,03,江戸川,2,20260616_03_2,1-5-2,3170
6,5371,早川 颯太,B2,0.21,1.72,1.61,20.0,45.0,早川 颯太,53.4,6.72,0.0,0.13,23.0,2.0,20.0,5.0,4,20260616,03,江戸川,2,20260616_03_2,1-5-2,3170
1,5381,有山 望,B1,0.18,3.42,2.89,35.71,19.05,有山 望,51.0,6.58,0.5,0.24,24.0,3.0,20.0,5.0,4,20260616,03,江戸川,3,20260616_03_3,4-6-5,6870
2,5257,西丸 侑太朗,A1,0.15,6.4,7.0,33.33,26.67,西丸 侑太朗,53.8,6.7,0.5,-0.04,24.0,3.0,20.0,5.0,4,20260616,03,江戸川,3,20260616_03_3,4-6-5,6870
3,5187,小坂 風太,B1,0.18,2.85,4.43,5.56,42.86,小坂 風太,57.1,6.69,0.5,-0.04,24.0,3.0,20.0,5.0,4,20260616,03,江戸川,3,20260616_03_3,4-6-5,6870
4,5244,黒田 剛,B1,0.14,3.9,4.06,20.0,11.76,黒田 剛,52.0,6.54,0.0,0.31,24.0,3.0,20.0,5.0,1,20260616,03,江戸川,3,20260616_03_3,4-6-5,6870
5,5384,八戸 琉楓,B1,0.2,1.94,1.3,16.67,26.32,八戸 琉楓,52.4,6.64,0.5,0.22,24.0,3.0,20.0,5.0,3,20260616,03,江戸川,3,20260616_03_3,4-6-5,6870
6,5279,石渡 翔一郎,B1,0.16,5.15,5.54,6.67,21.74,石渡 翔一郎,53.5,6.78,0.5,0.04,24.0,3.0,20.0,5.0,2,20260616,03,江戸川,3,20260616_03_3,4-6-5,6870
1,5263,花田 凱成,B1,0.18,4.44,5.25,11.11,27.27,花田 凱成,52.0,6.73,0.0,0.12,24.0,4.0,20.0,5.0,2,20260616,03,江戸川,4,20260616_03_4,4-1-3,5330
2,5127,沼田 大都,B1,0.2,4.8,5.11,33.33,22.22,沼田 大都,51.5,6.61,0.5,-0.01,24.0,4.0,20.0,5.0,4,20260616,03,江戸川,4,20260616_03_4,4-1-3,5330
3,5307,富永 夏哉人,B1,0.2,4.5,5.75,46.67,16.67,富永 夏哉人,51.5,7.32,1.0,0.04,24.0,4.0,20.0,5.0,3,20260616,03,江戸川,4,20260616_03_4,4-1-3,5330
4,5255,藤原 仙二,A2,0.17,6.85,6.38,13.64,27.78,藤原 仙二,53.8,6.58,0.5,0.01,24.0,4.0,20.0,5.0,1,20260616,03,江戸川,4,20260616_03_4,4-1-3,5330
5,5232,樅山 拓馬,B1,0.14,4.5,6.18,22.22,45.0,樅山 拓馬,52.0,6.59,0.0,0.17,24.0,4.0,20.0,5.0,4,20260616,03,江戸川,4,20260616_03_4,4-1-3,5330
6,5312,川辺 郭人,B1,0.17,3.75,0.0,14.29,33.33,川辺 郭人,54.5,6.74,1.0,0.14,24.0,4.0,20.0,5.0,4,20260616,03,江戸川,4,20260616_03_4,4-1-3,5330
1,5398,鐘ヶ江 真司,B1,0.18,3.67,0.0,13.33,38.1,鐘ヶ江 真司,52.5,6.77,0.0,-0.04,25.0,4.0,20.0,5.0,1,20260616,03,江戸川,5,20260616_03_5,1-4-2,2520
2,5351,齊藤 廉,B1,0.15,4.57,5.14,44.44,19.05,齊藤 廉,52.0,6.75,0.5,0.18,25.0,4.0,20.0,5.0,3,20260616,03,江戸川,5,20260616_03_5,1-4-2,2520
3,5290,坂本 一真,B1,0.19,3.34,2.97,47.06,42.11,坂本 一真,52.3,6.64,0.5,-0.02,25.0,4.0,20.0,5.0,4,20260616,03,江戸川,5,20260616_03_5,1-4-2,2520
4,5298,水谷 理人,A2,0.15,6.8,6.71,25.0,30.43,水谷 理人,51.5,6.65,0.5,-0.09,25.0,4.0,20.0,5.0,2,20260616,03,江戸川,5,20260616_03_5,1-4-2,2520
